Configuration	Term	J	g	Level (eV)	Uncertainty (eV)	Lande	Leading percentages	Reference
4f^10(^5I)5d^2(^3F) (^7G)6s	^8G	^15/_2	16.0	2.500410			58	L3974
4f^11(^4I°)5d6s(^3D)	^6L°	^21/_2	22.0	2.505795			97	L3974
4f^10(^5I_6)5d_5/26s^2	(6,^5/_2)	^13/_2	14.0	2.509603			or	L3974
4f^10(^5I)5d^2(^3F) (^7F)6s	^8F	^13/_2	14.0	2.511705			57	L3974
4f^11(^4I°)5d6s(^3D)	°	^17/_2	18.0	2.518849			25 | ^4L°	L3974
4f^10(^5I)5d6s^2		^11/_2	12.0	2.540858				L3974
4f^11(^4I°)5d6s(^3D)	°	^13/_2	14.0	2.540904			35 | ^4H°	L3974
4f^10(^5I)5d^2(^3F) (^7H)6s	^8H	^17/_2	18.0	2.541519			60	L3974
4f^11(^4I°)5d6s(^3D)	°	^17/_2	18.0	2.555787			34 | ^6I°	L3974
4f^11(^4I°)5d6s(^3D)	^6K°	^19/_2	20.0	2.582737			60	L3974
4f^105d6s^2		^11/_2	12.0	2.584963			96	L3974
4f^10(^5I_5)5d_3/26s^2	(5,^3/_2)	^13/_2	14.0	2.609224			or	L3974
4f^11(^4I°)5d6s(^3D)	°	^15/_2	16.0	2.612250			27 | ^4K°	L3974
4f^10(^5I)5d^2(^3F) (^7I)6s	^8I	^19/_2	20.0	2.630586			54	L3974
4f^10(^5I)5d6s^2		^9/_2	10.0	2.649935				L3974
4f^10(^5I_8)6s^26p_3/2	(8,^3/_2)°	^17/_2	18.0	2.650601			or	L3974
4f^10(^5I_8)6s^26p_3/2	(8,^3/_2)°	^19/_2	20.0	2.663803			or	L3974
4f^10(^5I)5d^2(^3F) (^7K)6s	^8K	^21/_2	22.0	2.665027			56	L3974
4f^11(^4I°)5d6s(^3D)	°	^17/_2	18.0	2.672110			34 | ^4K°	L3974
4f^11(^4I°_13/2)6s6p(^3P°_0)	(^13/_2,0)	^13/_2	14.0	2.676185				L3974
4f^10(^5I_8)6s^26p_3/2	(8,^3/_2)°	^15/_2	16.0	2.688337			or	L3974
4f^10(^5I)5d^2(^3F) (^7L)6s	^8L	^13/_2	14.0	2.725256			84	L3974
4f^11(^4I°)5d6s(^3D)	°	^15/_2	16.0	2.729404			30 | ^4I°	L3974
4f^10(^5I_8)6s^26p_3/2	(8,^3/_2)°	^13/_2	14.0	2.730653			or	L3974
4f^11(^4I°_13/2)6s6p(^3P°_1)	(^13/_2,1)	^13/_2	14.0	2.747225				L3974
4f^11(^4I°)5d6s(^3D)	°	^9/_2	10.0	2.747227			36 | ^4G°	L3974
4f^11(^4I°_13/2)6s6p(^3P°_1)	(^13/_2,1)	^15/_2	16.0	2.755839			or	L3974
4f^11(^4I°)5d6s(^3D)	°	^13/_2	14.0	2.776363			36 | ^2I°	L3974
4f^11(^4I°_13/2)6s6p(^3P°_1)	(^13/_2,1)	^11/_2	12.0	2.778875				L3974
4f^10(^5I)5d^2(^3F) (^7F)6s		^13/_2	14.0	2.778987			24 | ^8F	L3974
4f^10(^5I)5d^2(^3F) (^7K)6s		^17/_2	18.0	2.786779			22 | ^8K	L3974
4f^10(^5I)5d^2(^3F) (^7G)6s		^15/_2	16.0	2.789721			21 | ^8G	L3974
4f^11(^4I°)5d6s(^3D)	°	^11/_2	12.0	2.791949			28 | ^2H°	L3974
4f^11(^4G°)6s^2	^4G°	^11/_2	12.0	2.801241			55	L3974
4f^10(^5I)5d^2(^3F) (^7I)6s		^19/_2	20.0	2.835091			25 | ^8I	L3974
4f^10(^5I_5)5d_5/26s^2	(5,^5/_2)	^13/_2	14.0	2.848932			or	L3974
4f^10(^5I)5d^2(^3F) (^7K)6s		^21/_2	22.0	2.897103			27 | ^8K	L3974
4f^10(^5I)5d^2(^3F) (^7M)6s	^8M	^15/_2	16.0	2.898165			100	L3974
4f^10(^5I_5)5d_5/26s^2	(5,^5/_2)	^11/_2	12.0	2.898665			or	L3974
4f^10(^5I_5)5d_5/26s^2	(5,^5/_2)	^15/_2	16.0	2.906844		1.012	or	L3974
4f^11(^4I°_13/2)6s6p(^3P°_2)	(^13/_2,2)	^17/_2	18.0	2.913451			or	L3974
4f^11(^4I°)5d6s(^1D)	°	^13/_2	14.0	2.924206			38 | ^4H°	L3974
4f^10(^5I_7)6s^26p_1/2	(7,^1/_2)°	^15/_2	16.0	2.953123			or	L3974
4f^11(^4I°_13/2)6s6p(^3P°_2)	(^13/_2,2)	^15/_2	16.0	2.955156			or	L3974
4f^11(^4I°_13/2)6s6p(^3P°_2)	(^13/_2,2)	^9/_2	10.0	2.958408				L3974
4f^11(^4I°)5d6s(^1D)	^4K°	^17/_2	18.0	2.961454			89	L3974
4f^10(^5I_7)6s^26p_1/2	(7,^1/_2)°	^13/_2	14.0	2.968518			or	L3974
4f^11(^4I°_13/2)6s6p(^3P°_2)	(^13/_2,2)	^11/_2	12.0	2.968945				L3974
4f^11(^4I°_13/2)6s6p(^3P°_2)	(^13/_2,2)	^13/_2	14.0	2.970127				L3974
4f^10(^5I)5d^2(^3F) (^7M)6s		^13/_2	14.0	2.976393			41 | ^8M	L3974
4f^11(^4I°_15/2)6s6p(^1P°_1)	(^15/_2,1)	^13/_2	14.0	2.977384				L3974
4f^10(^5I)5d6s6p	°	^15/_2	16.0	2.989512				L3974
4f^10(^5I)5d6s6p	°	^17/_2	18.0	2.989900				L3974
4f^105d6s^2		^11/_2	12.0	2.993129			95	L3974
4f^10(^5I)5d^2(^3P) (^7H)6s		^17/_2	18.0	3.008348			27 | ^8H	L3974
4f^105d6s^2		^9/_2	10.0	3.019715			96	L3974
4f^11(^4I°)5d6s(^1D)	^4I°	^15/_2	16.0	3.019995			80	L3974
4f^11(^4I°_15/2)6s6p(^1P°_1)	(^15/_2,1)	^17/_2	18.0	3.020356				L3974
4f^10(^5I)5d^2(^3F) (^7H)6s		^15/_2	16.0	3.022352			16 | ^8H	L3974
4f^10(^5I)5d^2(^3F) (^5M)6s		^19/_2	20.0	3.025734			12 | ^6M	L3974
4f^10(^5I)5d6s6p	°	^13/_2	14.0	3.049360				L3974
4f^11(^4I°_15/2)6s6p(^1P°_1)	(^15/_2,1)	^15/_2	16.0	3.057550				L3974
4f^10(^5I)5d6s6p	°	^19/_2	20.0	3.059713				L3974
4f^10(^5I)5d^2(^3F) (^5M)6s		^21/_2	22.0	3.064188			24 | ^6M	L3974
4f^105d6s^2		^13/_2	14.0	3.067434			82	L3974
4f^10(^5I)5d^2(^3F) (^7G)6s		^13/_2	14.0	3.069865			18 | ^8G	L3974
4f^10(^5I)5d^2(^3P) (^7H)6s	^8H	^17/_2	18.0	3.074260			64	L3974
4f^105d6s^2		^11/_2	12.0	3.132033		0.90	63	L3974
4f^105d6s^2		^15/_2	16.0	3.133407			98	L3974
4f^10(^5I)5d^2(^3P) (^7K)6s	^8K	^21/_2	22.0	3.167185			86	L3974
4f^10(^5I)5d^2(^3F) (^3M)6s		^19/_2	20.0	3.167581			22 | ^2M	L3974
4f^11(^4I°)5d6s(^3D)	°	^15/_2	16.0	3.172933			37 | ^4L°	L3974
4f^11(^4I°)5d6s(^3D)	°	^11/_2	12.0	3.176036			44 | ^4G°	L3974
4f^11(^4I°)5d6s(^3D)	^6L°	^17/_2	18.0	3.181484			58	L3974
4f^11(^4I°)5d6s(^3D)	°	^9/_2	10.0	3.199417			34 | ^2G°	L3974
4f^10(^5I_4)5d_5/26s^2	(4,^5/_2)	^13/_2	14.0	3.214992			or	L3974
4f^10(^5I)5d^2(^3F) (^7H)6s		^15/_2	16.0	3.219583			35 | ^6H	L3974
4f^10(^5I)5d6s6p	°	^21/_2	22.0	3.221153				L3974
4f^10(^5I)5d6s6p	°	^15/_2	16.0	3.226505				L3974
4f^105d6s^2		^9/_2	10.0	3.228547			88	L3974
4f^10(^5I)5d6s6p	°	^13/_2	14.0	3.239362				L3974
